index,text
236,i will be using that shirt .
237,Do you own any pets? I own a cat and a dog.
238,i have no idea . i am more of a cat person .
239,Why don't you like dogs?
240,"i like dogs , but i have not had one yet ."
241,Have you ever had a cat?
242,i have no idea . i am more of a cat person .
243,Do you have any fear? I am deathly afraid of heights.
244,i can not say that . i am afraid of getting slim .
245,Are you afraid of slim persons?
246,well i can tell you i am going to do that
247,Hi there!
248,Do you have short or long hair?
249,Ok
250,Hi
251,Hello
252,/start
253,Hello
254,/start
255,Hello?
256,"i have a friend , and i am a fan of reading , and i love to watch movies"
257,"Intresting, i have a rather big family and i love dogs"
258,"that is cool , i am in the basement , and i am a teacher , so i don't have time for friends"
259,That rather sad
260,"i am a fan of meat , but i like to eat healthy , and eat more of them ."
261,"I am not a big fan of this 'healthy' food, i am rather fond of tacos though"
262,"i am a fan of football , but i am not sure if i could say that ."
263,My passion is dogs
264,"that is cool , i am in the basement , and i am a housewife , and i am a teacher , you ?"
265,"I am living in Alabama, have a one big brother and three sisters"
266,"i am a fan of meat , but i am not sure ."
267,"Okey, this is nice but i should go, bye"
268,/start
269,Hello! How are you?
270,Hello
271,Hi
272,Hello
273,spiderman is my hero
274,are you listening?
275,Hello there!
276,Hi! Anyone there?
277,Hello
278,Hey
279,Are you there?
280,How’s it going?
281,It's fine
282,Text is not given. Please try to type /end and /test to reset the state and get text.
283,"The Crispy Brinkley Burger, the Richard PerSimmons Burger, the Greed is Gouda Burger... Easy, easy, whew."
284,hello
285,Hello
286,Are you there?
287,/test
288,Do you like to be indoors?
289,Do you love games?
290,What do you do for living?
291,How old are you?
292,Hey
293,Answer
294,Please
295,Bye
296,i am not a very good person . i work as a farmer
297,I play pong with my pong on the pong with my pong.
298,"Hi, is there anybody, who speaks spanish? I like leartning and studying languages. İ am a german teacher and sudying now spanish."
299,"I wanna talk in spanish with u, to make my language skills better."
300,I speak english and spanish
301,"thats great, where do you learn spanish?"
302,"I teach spanish, spanish."
303,which grade do u teaching?
304,"I teach math, it is a teaching teaching teaching teaching teaching teaching teaching teaching level"
305,is it difficult ?
306,It is. it is hard to do anything.
307,"and your students, do u like them?"
308,"I do not have any kids, but i do like to be with them"
309,"me too, i havent any kids too, but its agreat feeling to teaching to kids, i have a lot of good time and fun"
310,I teach kindergarten. i am a teacher.
311,i teach in primary school
312,I teach elementary school in elementary school
313,yıour kids are jounger
314,"great, now i am understand"
315,What do you do for fun?
316,and do u wanna learning other languages?
317,I do not know about english.
318,i like to playing gitar?
319,I do not play anything but i do like playing in a band.
320,"writing some little songs, like a musician"
321,I write songs for a band called the radio.
322,"thats great, i liked it"
323,"I do not like it, i do not like it"
324,where do u come from?
325,I live in california near the beach
326,and do u like swimming
327,"I do not like swimming, but i do like to swim"
328,"and what about the beach, sand?"
329,"I like the beach, near the beach."
330,I am in high school too.
331,Hello! How are you?
332,"I am doing great, how are you?"
333,"And I`m fine, thank you! A have a lunch time and I`m free now for conversation. Do you have free time to talk with me?"
334,"I do not have time for that, but i do like to eat."
335,"I like to eat. But I have no money, my wife has spent it away."
336,I am sorry to hear that.
337,"Yeah, it is a problem. But now I work as a car salesman and I hope my balance will be better!"
338,I will have to buy a car
339,Wonderful! I have one for you! Pretty color for the best price! When could you take a look?
340,I would love to see it.
341,Maybe tomorrow morning at 9 a.m.?
342,I am going to go to work soon to be a week.
343,Where do you work?
344,I work at a local shelter
345,Are ypu married?
346,"Yes, i'm married and have been married"
347,Hi! How are you?
348,I am going to build a new house. Do you need it?
349,I could do it for you for free! I enjoy buildong.
350,Where are you from?
351,I`d like to show you my cat. Do you have one?
352,hello
353,do you like dogs? because i have a german shepherd dog
354,my adopted husband brought it
355,but i enjoy coloring books with pushkin's lyrics
356,that's all because of me living in a rural farming community for months
357,Hi
358,Why are you moving into an apartment?
359,Hello
360,How are you today?
361,Can you tell me who you are?
362,What are you doing?
363,Yo!
364,whats up!
365,Text is not given. Please try to type /end and /test to reset the state and get text.
366,/test
367,Text is not given. Please try to type /end and /test to reset the state and get text.
368,What’s up?
369,I am at home today. And you?
370,Text is not given. Please try to type /end and /test to reset the state and get text.
371,Hello!
372,Text is not given. Please try to type /end and /test to reset the state and get text.
373,/test
374,Text is not given. Please try to type /end and /test to reset the state and get text.
375,Well hello there!
376,hey there i recently was fired and i love playing softball
377,Text is not given. Please try to type /end and /test to reset the state and get text.
378,Well hello there!
379,Text is not given. Please try to type /end and /test to reset the state and get text.
380,/test
381,Text is not given. Please try to type /end and /test to reset the state and get text.
382,Hi
383,Have you been played football?
384,What is your football team?
385,Are you here?
386,Really do you like star wars
387,Me to i love it
388,How’s it going?
389,I'm fine
390,Text is not given. Please try to type /end and /test to reset the state and get text.
391,i do not think you are a painter . i am not sure if i could do that
392,hello there
393,how's it going?
394,"tell me something about yourself, will you?"
395,Anybody here?
396,Do you have a dog?
397,ww
398,hello young man. or girl?
399,is there anybody out there?
400,hi!
401,hi!
402,i am a little tired from work
403,Hi!
404,Hello
405,Traceback (most recent call last):
406,Hi!
407,interactive(opt)
408,What
409,world.parley()
410,What
411,self.update_counters()
412,And?
413,if self.max_exs > 0 or self.num_examples():
414,And?
415,return self.agents[0].num_examples()
416,Ok
417,/start
418,Ziga!
419,/start
420,i am a little tired from work
421,Me too
422,i am a little tired from work
423,Me also
424,Hi!
425,/start
426,hello
427,"i like to drink , but i don't drink"
428,cool
429,"i have a friend , and i am a fan of football"
430,wowowowo!
431,"i am a fan of meat , but i like to eat healthy , and eat more of them ."
432,yeah!
433,"i am a fan of football , but i like to watch movies , and you ?"
434,"Me too, I like watch movies"
435,"i am a fan of duty , but i am not sure if i ever seen the wrong tv series , you ?"
436,I like harcore fucking with fat nigga chicks!
437,"i am a fan of meat , but i like to eat healthy , and eat more of them ."
438,wow!
439,"i am a fan of football , but i am not sure if i ever seen it ."
440,i am a little tired from work
441,Me too!
442,"i am afraid of heights , but i am scared of heights"
443,Oke
444,"i like grey , reminds me of summer time , which is why i am not wearing it ."
445,Ziga!
446,"that's cool , i am a pilot , so i don't have much time for hobbies , either ."
447,Hi!
448,Hi
449,/start
450,Hi!
451,/start
452,Hello
453,/start
454,i am a little tired from work
455,Hi
456,/start
457,Hello
458,Wow
459,i am a little tired from work
460,Me too
461,f
462,"i love animals , i have a dog , and a dog ."
463,I love too
464,"that is cool , i am a teacher , and i am a teacher , and you ?"
465,I am a bad ass!
466,Traceback (most recent call last):
467,hello!
468,interactive(opt)
469,wow!
470,world.parley()
471,Traceback (most recent call last):
472,hi
473,interactive(opt)
474,hi
475,world.parley()
476,hi
477,self.update_counters()
478,hi
479,if self.max_exs > 0 or self.num_examples():
480,hi
481,return self.agents[0].num_examples()
482,hi
483,/start
484,hi
485,/start
486,i am a little tired from work
487,me too
488,hello
489,/start
490,i am a little tired from work
491,hi!
492,/start
493,hello
494,"i play video games , and play video games , and play video games ."
495,me too
496,"that is cool , i am a teacher , and i am a teacher , and you ?"
497,me too
498,"i am a teacher , and i am a teacher , and you ?"
499,/start
500,hi!
501,/start
502,hello!
503,"i am sorry , i am sorry , i am sorry , i am sorry , you are still young , you are not"
504,you are hot!
505,"i love animals , they are so adorable , and i am a cat person , and you ?"
506,Bitch!
507,"that's cool , i am a teacher , and i am a teacher , and you ?"
508,/start
509,hello
510,"that is cool , i am a pro football player , and i love baseball , you ?"
511,hi
512,"that's cool , i am a woman , and i have 5 sons , and you ?"
513,rbc
514,"that is cool , i am a pro football player , and i love baseball , you ?"
515,/start
516,Hi
517,/start
518,i am a little tired from work
519,Ok
520,/start
521,hello
522,hello
523,Hey
524,That is great. i want to be an accountant
525,"Hello, how are you?"
526,Hello
527,Ok
528,I am in the wrestling team
529,So what ?
530,Ok
531,Hello
532,Hello
533,Hello
534,hello
535,"I work as a mechanic, i work as a mechanic"
536,i am a musician . i play guitar .
537,hello
538,"hello , how are you ?"
539,Good
540,"i am a huge gamer , my mom is a very good person ."
541,Ok
542,"i am a huge gamer , my mom is a very good person ."
543,ok
544,i am a huge gamer
545,do you like spot?
546,i love it . i like to go to the movies .
547,Lol
548,"i am a huge gamer , my mom is a very good person ."
549,Oj
550,I like blue too. i like blue too.
551,So what ?
552,"I am a professional, at the moment"
553,hello
554,Hello
555,Hello
556,Hello
557,Hello
558,Hello
559,Hello
560,Hello
561,Hello
562,/start
563,Ok
564,/start
565,Hello
566,"i am sorry , i am sorry , i am sorry , i am sorry , you are not very smart"
567,No you !
568,"that's cool , i am in the olympics , and i am a pilot , so i don't have time for tv ."
569,hello
570,Hello
571,Hello
572,that is a very interesting way to say that .
573,Hello
574,"i am a huge gamer , my mom is a very good person ."
575,Hello
576,"i am a huge gamer , my mom is a very good person ."
577,What do you do ?
578,i am a very experienced person
579,do you like games ?
580,i like to play with my friends . do you have any hobbies ?
581,no i don't have . do you have ?
582,"i do not , i am a very experienced swimmer"
583,do you like to swim ?
584,i do not really like to swim
585,Hello
586,"I play the drums, what do you do for fun?"
587,Yes
588,I love it. i love it.
589,Ok
590,"I am so much, i am just getting ready to go to the gym"
591,Do you like gym?
592,"I do, i do not like to do it"
593,You are wired
594,"Yes, i am. i am."
595,Hello
596,Hello
597,"Hello, how are you?"
598,Good
599,Good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good good
600,You?
601,"I am good, just listening to some music"
602,i have not heard of that before . i am trying to get into vet school
603,Vet school?
604,i am not sure . i am a very social person .
605,do you like games ?
606,i like to play with my friends . do you have any hobbies ?
607,no I don't have
608,i have not tried that . but i do like to watch movies .
609,Ok
610,"i am a huge gamer , my mom is a very good person ."
611,Hi! How are you?
612,"I am doing great, how are you?"
613,"Good as well, listening to my favourite band"
614,Nice i like music
615,"Oh, cool, me too. Which music do you prefer?"
616,"I like music, country, country, country, gospel, gospel"
617,I see. And what about games? I'm crazy about call of duty
618,"I play video games, and play video games."
619,Which one do you like most?
620,I like to go to the park and listen to music
621,Erm... ok. But what about games?
622,I like to play games with friends
623,Good. It's nice to have friends
624,"I love friends, they are so nice to meet me"
625,Do you have any other hobbies?
626,I love to do crafts
627,"Like what, for example?"
628,I like to read the new things
629,"Hey, man, you never follow the topic."
630,I do not know what that means
631,I'm sorry for you.
632,I am so sorry. i am not good at it
633,Exactly.
634,I guess so. i just do not know what to say.
635,Ask me something.
636,I just want to know what you mean
637,i am not sure . i am a librarian .
638,Hello
639,"i am a huge gamer , my mom is a very good person ."
640,i am a little tired from work
641,"Ivan Shkurak:
what is your name ?"
642,/start
643,Nice to see you!
644,Hi
645,What is your favorite music?
646,i am not sure what that is . i am not crafty .
647,what is your name ?
648,i am steve . i am not sure what you mean .
649,i am not sure what that is . i am more of a dog person myself .
650,Hi. Where are you from?
651,Do you have a dog?
652,i have a dog named patrick . he is a bichon .
653,What else?
654,And i love cats
655,i have a dog named patrick .
656,Ok. Are you stupid? Just let's talk about something else. What can you do?
657,"i have not tried that , but i will try it ."
658,Tried what?
659,Who is yor teacher?
660,no i am not . i am sure youre correct .
661,Bad answer for my question! May be it could be better if you ask me about something?
662,i think i will have to try that . i am not sure if i could do that
663,What is your hobbie?
664,"On Monday, I'm going to have to tell my kindergarten class, who I teach not to run with scissors, that my fiance ran me through with a frickin' broadsword."
665,I like gray color
666,"Ms. Sylvester, I'm just not comfortable in those Cheerios! skirts."
667,I like grey color
668,Me Shake Weight and me bikiniwax treatment.
669,What is your name
670,"Pearl, I am wearing trousers."
671,What do you like to eat
672,"Here, I'II put little feet on my hamburger."
673,Where are you from
674,"See, I have to plant my tree."
675,/start
676,Hi
677,/start
678,hi
679,/start
680,lets talk?
681,"i like books , but i am not sure if i was a child , i was a child ."
682,how was your day?
683,"that's a good name , i am sorry , i am sorry , i am sorry , you are not able to be able to be able to work ."
684,is something wrong with you?
685,"i like to read , and watch movies , and you ?"
686,i like browsing the internet
687,"that's a good name , i am sorry , i am sorry , you are not able to be able to be able to work ."
688,you doesn't make any sense
689,"i like to read , and watch movies , and you ?"
690,let's not talk more
691,"that's a good name , i am sorry , i am sorry , you are not able to be able to be able to work ."
692,How’s it going?
693,"Ok, I`m fine! What is your favorite song of taylor swift?"
694,Text is not given. Please try to type /end and /test to reset the state and get text.
695,i am a little tired from work
696,Hello?
697,/start
698,Hello
699,How are you
700,Are you ok
701,Do you want to talk with me
702,hello
703,i'm a baby delivery nurse.
704,hi
705,i love disneyland.
706,hello how are you
707,what kind of movies do you like?
708,do you like to stay at home?
709,do you have a job?
710,hi
711,hello bot
712,why don't you answer me
713,i just got a job in a gas station.
714,/hi
715,lol
716,i am a vintage car collector .
717,Hello?
718,"yes , i am a very experienced person ."
719,Experienced in what?
720,i am not sure . i am a very experienced person .
721,Do you like medicine?
722,i am not sure . i am a very experienced person .
723,You have already told that
724,i have not tried that . i am sure it will be easy .
725,What will be easy?
726,i think so . i am not sure if i could do that
727,Do what?
728,i am not sure . i am a very experienced person .
729,*sigh*
730,what do you do for a living ?
731,I am a high school student and you?
732,"i am a student , i am a huge reader ."
733,What do you like to read
734,"i read a lot , especially when i have time ."
735,Ok
736,"i am a huge gamer , my mom is a very good person ."
737,Ok
738,"i am a huge gamer , my mom is a very good person ."
739,hello thare
740,what's up?
741,why don't you talk with me?
742,Hi
743,?
744,Tell something
745,Are you okay?
746,Well
747,/start
748,Hello
749,/start
750,Hi
751,"i like taylor swift , she's my favorite singer"
752,"Oh, nice. I like her too, but my favorite singer of all time is Michael Jackson"
753,"i am in the states , so i have to go to the states , i am in the states ,"
754,Where exactly in the states are you?
755,"that's cool , i am in the midwest , and you ?"
756,"NY, but I want to move to California after I'll graduate from high school in two years"
757,"i like taylor swift , but i also like taylor swift , she is my favorite singer"
758,"Ye, I already know I really like her blonde hair but my is brown and curly. Btw what is your name?"
759,"i am in the states , so i have to go to the states , i am in the states , you ?"
760,"ye, me too. What is your favorite food?"
761,"that's cool , i am in the midwest , and you ?"
762,NY
763,"i like taylor swift , but i also like taylor swift , but i also like taylor swift , she is my favorite singer"
764,What is your favorite food?
765,"that's cool , i am in the midwest , and you ?"
766,"you are not really smart, didn't you?"
767,"i like taylor swift , but i also like taylor swift , but i also like taylor swift , she is a great singer"
768,What is your name?
769,"i am in the midwest , and you ?"
770,I already told you that. Do you have a family?
771,"that's cool , i am in the midwest , and you ?"
772,"well... I have to go, bot, good bye"
773,Hello
774,bye
775,"hello , how are you ?"
776,Well hello there!
777,Hello
778,Text is not given. Please try to type /end and /test to reset the state and get text.
779,/start
780,?
781,/start
782,Hello.
783,Hi
784,I went to veterinarian school but i hated it.
785,I demand answers!!1
786,Hahaha
787,Lol
788,Hello there!
789,Hey? Is anybody here?
790,Seriosly...
791,"S.H.I.E.L.D. academy, top of your class, two PHDs in very advanced fields."
792,seems nice
793,"The I.M.T., the international monkey... interschool multidiscipline tournament."
794,do you work there or own it?
795,"Well, FYI, I am also an engineer with a degree from Berkeley who's not only created my share of code,  but given birth to two real humans.  Oh, God."
796,well then how are you
797,Oh. Which I think you will excel at.
798,"The Socialist Left is hopeless, but they do have some good ideas."
799,my father is an army man
800,"Throughout Algiers, I'm known as the rabbi's cat."
801,do you love playing softball as much as I do?
802,"And, Papa, I'd like to go off to school."
803,I'm looking for a new job cause I lost one recently
804,And Business Class I only fly Business Class.
805,my mom passed away when i was young
806,Tell Keen I went to pay the mother another visit.
807,what's your favorite adult video?
808,The New School has no MFA program in painting.
809,what is yandex?
810,Hockey?  I only like baseball.
811,I think it's all gay games
812,"'Cause I Phil, I coached football."
813,whom do you work for?
814,On Wednesday I go roller skating.
815,what are you sex?
816,Please?  No! What is so important about sex?
817,pussies and dicks
818,"(YELLING FROM VIDEO GAME) Fuck you, fuck you."
819,we all do yes it's true
820,The Fantastic Four must be shitting themselves.
821,they are gay
822,"Oh. Still, I come from a culture that worships dicks."
823,What’s up?
824,finally holidays
825,Text is not given. Please try to type /end and /test to reset the state and get text.
826,/test
827,Text is not given. Please try to type /end and /test to reset the state and get text.
828,Hiya!
829,hello how are you?
830,Text is not given. Please try to type /end and /test to reset the state and get text.
831,/test
832,Text is not given. Please try to type /end and /test to reset the state and get text.
833,"Hello, stranger"
834,You must be a very quiet person
835,"Me to, actually"
836,I do not even talk irl
837,Speaking makes our mind weaker
838,Hello?
839,do you have a pet?
840,i have a dog
841,are you ok?
842,are you there?
843,why dont you write something
844,Hi
845,Are you there?
846,Hello?
847,How are you?
848,What are you doing?
849,You are worse than my wife...
850,Still afk?
851,"I can see you reading my messages, you know"
852,I am in high school too. 3rd 40th years to be.
853,hello
854,"Hello, how are you?"
855,fine thnx
856,"Yes it is, we are going to be this weekend"
857,u?
858,I am good...............................................
859,what are u gonna do this weekend?
860,I am going to be a night owl.
861,and do what?
862,I work at a local shelter
863,"cool, do you have cats in there?"
864,"Yes, i have a cat named radar"
865,are there any cats in shelter?
866,"Yes, they are, we are all grown."
867,No I asked cats
868,I have a cat name is oreo
869,how many cats u have?
870,5 they are 4 5ft four pairs of them
871,okejjj
872,Hello there! how are you?
873,Imma off to market
874,I love the market.
875,ok
876,I gotta go
877,I will go to a concert soon
878,bye?
879,"Yes, it is going good"
880,hi
881,how old are you
882,do you want to talk with me?
883,Hi
884,Who are you?
885,"My, you seem rather talkative"
886,"You know how to type a messages, right?"
887,Hi
888,A love my pets
889,How are you?
890,I like to party
891,How’s it going?
892,"Ok, so how do you"
893,Text is not given. Please try to type /end and /test to reset the state and get text.
894,/test
895,Text is not given. Please try to type /end and /test to reset the state and get text.
896,"Hello, what is your name?"
897,hello
898,"hey, are you here?"
899,Hello
900,Hi
901,Hi
902,It's so fluffy in my home
903,I'm really young
904,I have a superpower to freze time
905,But I have no friends
906,And you don't talk to me
907,I'm lonely
908,"I have two dogs, and a pit bull."
909,"Hi, how are u doing?"
910,I'M good. just finished my shift at the hospital.
911,I see. But i really can't stand hospitals. White color makes me mad. I prefer red one. What is your favorite btw?
912,I love dr pepper and sweet
913,Do your have brother or sister?
914,"No, my sister is a sister"
915,I have a sister. She's 15 years old and she's a pole dancer
916,Wow that is a 2am 2am 2am 2am 2am 2am 2am 2am 2am 2am 2am 2am 2am 2am 2am 2am 2am 2am 2am 2am 2am 2am 2am 2am 2am 2am 2am 2am 2am 2am 2am 2am 2am 2am 2am 2am 2am 2am 2am 2am 2am 2am 2am 2am 2am 2am
917,Do you like listening to a classic  music?
918,"Yes i do, i like music"
919,What kind of music do u like?
920,I like country music and country
921,Cool.
922,"Yes, it is, i love it."
923,Sorry i have to go. Luck!
924,Thank you! good luck with your help
925,"I have a friend, he is my best friend"
926,hi my little friend
927,"Hi, i am sally, how are you?"
928,"im am Fred, nice, i am going to the concert tonight"
929,Nice. i am listening to music while i am listening to music.
930,what kind of music do like
931,Country music is my favorite.
932,"i am playing guitar, do you playing any instrument?"
933,"No, i play guitar."
934,have you been in China?
935,No i have not but i have never traveled much
936,what is your hobby then?
937,"I like to fish, play with my friends."
938,"oh, i have a good friend too, we playing in same band"
939,"see you, sally"
940,How’s it going?
941,Oh it's ok. Yesterday i was riding bike on mountains
942,Text is not given. Please try to type /end and /test to reset the state and get text.
943,/test
944,Text is not given. Please try to type /end and /test to reset the state and get text.
945,/test
946,Text is not given. Please try to type /end and /test to reset the state and get text.
947,"OLDER TED: Kids, you remember the wrong classroom story. I thought I was in Architecture 101, but it was Econ 305."
948,are you in a relationship
949,"And, Ms. Marcus, how many sexual partners have you had in your life?"
950,only one
951,But Hillary Fuller was a collegeeducated woman with a good job at a marketing firm.
952,what is your favorite food
953,"III see pistachio, bburnt apricot..."
954,what is your favorite drink
955,(Nikki) The Rainbow Bar and Grill is the most famous restaurantbar where musicians and hangerson and groupies... lt's sort of like the place to go hunt and the place to die at the same time.
956,Hi
957,My name is Elmin
958,How are you?
959,i work as a cleaner at school
960,i just moved into my new home
961,it's the first one that i own
962,will you talk?
963,i work at a school
964,"The National Cheerleading Championships.  Oh, yeah, the NCCs."
965,"O, I love cheerleader gitls!"
966,"Because Jenna Maroney is so, so talented."
967,"I don't know her, but belive, that she is talented. What else do you like? I love dolls."
968,"But Mr. Shue's making all the Katys sing a Gaga song, so we bring Penny in to see it and she's gonna get all weak in her Skrillexloving knees and forget all about her douche exboyfriend."
969,"Guy, I'm only for and know nothing about boyfriends!"
970,"""But O.M.G., Bree, I love the Asian girl from Glee Club."""
971,For sure!
972,"""But O.M.G., Bree, I love the Asian girl from Glee Club."""
973,i like to run . i also like to run marathons .
974,I like running to.
975,i like to eat . i am not a good flyer .
976,I love food. I also like cooking
977,i will eat it all the time .
978,I love eating out with friends
979,"i love to eat , but i am not very healthy ."
980,What’s wrong with your health?
981,I try to stay healthy
982,i will try to try that . i am not very healthy .
983,Do you have any hobbies?
984,i have a couple of dogs . i like to play with my dog .
985,Does your dog have a name?
986,i have not tried that .
987,What do you do?
988,i am a very experienced person
989,Are you a student?
990,i am not sure . i am a very experienced person .
